PEAK1=332,left_hand_TZ,Ball Toss
PEAK2=423,right_hand_TZ,Follow Through
SNAPSHOT=start_pose,332
SNAPSHOT=hand_cross,392
SNAPSHOT=flat_racket_arm,413
SNAPSHOT=peak_racket_arm,418
SNAPSHOT=contact,423
SNAPSHOT=hand_cross_2,464
SNAPSHOT=racket_deceleration,489
SNAPSHOT=finish_pose,493
,,head,,,chest,,,left_shoulder,,,right_shoulder,,,left_elbow,,,right_elbow,,,left_hand,,,right_hand,,,left_hip,,,right_hip,,,left_knee,,,right_knee,,,left_foot,,,right_foot,,
,,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,295.385,-403.004,1322.41,219.757,-201.496,1256.89,330.615,-151.084,1223.37,108.898,-251.907,1290.41,458.502,-198.466,1062.93,100.95,-287.701,1014.97,614.402,-317.015,952.927,244.599,-312.731,907.521,90.0806,57.7941,883.35,-85.056,-57.09,929.618,68.4698,-30.5607,456.385,-213.103,-15.949,584.889,116.357,-49.3064,-5.55193,-453.96,36.1918,145.709
2,0,298.846,-381.218,1322.59,222.628,-187.381,1257.49,330.604,-131.438,1222.75,114.653,-243.325,1292.22,453.612,-174.242,1060.4,104.606,-281.989,1016.05,608.727,-286.892,953.198,246.277,-309.74,909.07,89.8923,58.7294,883.28,-84.8702,-57.9417,929.667,68.5506,-24.6661,456.859,-213.465,-27.2889,586.758,114.621,-33.1435,-0.710904,-452.41,25.5191,146.947
3,0,303.515,-352.211,1323.59,227.149,-159.98,1260.34,332.365,-100.958,1222.32,121.934,-219.001,1298.37,453.687,-135.317,1058.86,107.935,-255.333,1017.95,608.836,-241.947,953.481,249.449,-282.225,910.432,89.6973,59.7333,882.685,-84.6916,-58.887,930.097,69.1833,-20.7203,456.984,-213.495,-36.5496,588.108,112.854,-27.0548,3.4278,-450.634,17.9867,149.816
4,0,307.878,-340.717,1327.6,229.39,-150.28,1261.67,332.996,-91.1849,1221.23,125.784,-209.376,1302.12,452.251,-117.969,1055.14,110.213,-241.606,1018.23,605.999,-209.868,950.95,250.389,-268.41,910.428,89.5641,60.3977,882.031,-84.5744,-59.5541,930.629,70.2483,-20.9118,457.188,-213.581,-38.9554,590.013,112.564,-27.7477,6.35654,-449.618,15.9204,153.029
5,0,308.397,-339.165,1328.12,230.038,-146.387,1262.07,333.391,-90.3716,1219.83,126.684,-202.403,1304.31,450.189,-120.023,1051.21,111.421,-233.208,1019.21,602.45,-218.581,946.824,250.33,-262.59,910.123,89.5075,60.413,881.444,-84.5252,-59.5677,931.096,70.9449,-21.1222,457.115,-213.556,-40.7753,590.289,112.28,-29.0328,6.92534,-449.318,13.2811,155.11
6,0,307.411,-360.139,1328.06,229.551,-158.326,1260.34,333.004,-108.6,1216.49,126.097,-208.052,1304.19,445.782,-123.243,1043.59,108.506,-238.127,1018.87,602.519,-234.979,937.02,238.567,-266.162,906.762,89.4935,60.356,881.434,-84.5189,-59.5065,931.101,71.1783,-20.9546,457.496,-213.597,-39.6864,590.971,112.656,-29.0261,12.9972,-446.24,16.7432,156.695
7,0,307.935,-362.687,1334.36,231.56,-161.611,1260.64,334.453,-111.364,1216.82,128.667,-211.858,1304.46,445.973,-132.8,1044.2,114.007,-242.382,1019.53,600.988,-244.101,933.852,240.68,-270.047,906.82,89.4941,60.6783,881.425,-84.5191,-59.7962,931.103,73.0787,-20.506,457.577,-213.445,-39.8338,591.025,112.997,-25.7864,14.3266,-442.864,16.1601,156.523
8,0,307.825,-364.679,1334.76,231.238,-163.542,1260.09,334.434,-113.44,1215.51,128.042,-213.644,1304.68,442.961,-137.619,1038.96,108.598,-239.22,1019.51,600.191,-239.792,918.953,229.89,-270.213,903.237,89.4865,60.6647,881.207,-84.5144,-59.7782,931.265,73.6171,-20.6041,457.571,-212.984,-42.4294,591.365,113.389,-26.7726,14.9902,-441.577,13.7478,157.548
9,0,307.945,-356.521,1339.94,231.997,-158.833,1261.32,335.692,-109.018,1216.16,128.302,-208.647,1306.48,440.007,-139.294,1039.88,107.825,-232.675,1020.57,579.128,-244.945,917.57,228.854,-261.644,902.682,89.4854,60.6749,881.027,-84.5135,-59.7879,931.383,73.7644,-19.2808,457.126,-212.788,-43.619,591.429,113.476,-26.2813,14.4677,-441.612,12.0615,157.568
